Korean,English
네 부동산이 개판이라 쳐다 보기도 싫네요,"Your real estate is a mess, I don't even want to look at it."
집에 가족들이랑 같이 사세요 아니면 혼자 사세요?,Do you live at home with your family or do you live alone?
얼마 전까지 혼자 나와서 자취하다 다시 부모님이랑 같이 살고 있습니다.,"Until recently, I was living alone, but now I live with my parents again."
다시 본가로 들어오니 장단점이 있는 거 같아요.,I think moving back home has its pros and cons.
형은 혼자 살아요?,Does your brother live alone?
네 저는 혼자 살아요,Yes I live alone
혼자 자취한 지도 오래된 거 같아요,I think it's been a long time since I've lived alone
혼자 살 때랑 가족들이랑 살 때랑 무슨 점이 제일 좋나요?,What do you like best about living alone and living with family?
음... 일단 제일 큰 장점은 집안일을 제가 하지 않아도 된다는 점인 거 같아요.,Well... I think the biggest advantage is that I don't have to do any housework.
자취하면서 제일 힘든 점이 어떤 거예요?,What is the most difficult thing about living alone?
자취하면서 힘든 점은 음 이제 힘든 점은 딱히 없는 거 같고요,"What's difficult about living alone? Well, I don't think there's anything particularly difficult now."
돈이 나간다는 게 제일 힘든 거 같네요,I think the hardest thing is spending money.
또 나가서 사실 계획은 없으신가요?,Do you have any plans to go out again?
그렇죠. 아무래도 자취를 하면 고정 지출이 어쩔 수 없이 생겨서 힘든 거 같아요.,Yes. I think it's hard because you inevitably have fixed expenses when you live alone.
저는 당분간은 계획이 없고 나중에 자리 좀 잡으면 다시 독립할 거 같아요.,"I don't have any plans for the time being, but I think I'll become independent again later on when I've settled down a bit."
그럼 자취하시면서 좋은 점은 어떤 건가요?,So what are the good things about living alone?
자취하면서 좋은 점은 아무래도 눈치 안 보고 하고 싶은 거 할 수 있고 친구들도 눈치 안 보고 올 수 있고 그런 게 좋은 거 같아요,"The good thing about living alone is that I can do what I want without worrying about what other people think, and my friends can come and go without worrying about what other people think. I think that's good."
자취하실 때 위치가 어디였나요?,Where were you when you lived alone?
저는 여러 지역에서 자취를 했어요.,I have lived alone in many places.
생각해 보니 저도 자취 경력이 좀 오래됐네요.,"Come to think of it, I've been living alone for quite some time now."
그럼 식사는 직접 요리해서 드시나요?,"So, do you cook and eat your own meals?"
아 보통 요리는 한 번씩 하고 거의 밖에서 사 먹는 거 같아요,"Ah, I usually cook once in a while and eat out most of the time."
요리하는 거는 좋은데 정리할 때가 너무 귀찮아서... 혹시 방을 볼 때 가장 중요하게 생각하는 게 있나요 뷰나 크기나 화장실 등등,"Cooking is good, but cleaning up is too much of a hassle... Is there anything you consider most important when looking for a room? The view, the size, the bathroom, etc."
저는 방을 볼 때 특별한 기준점이 없는 거 같아요.,I don't think I have any particular criteria when looking at a room.
딱 봤을 때 깔끔하다는 느낌이 들면 되는 거 같네요!,I think it's okay if it feels neat at first glance!
저는 인테리어 하는 걸 좋아하는데 혹시 인테리어에 관심이 있으세요?,I like interior design. Are you interested in interior design?
인테리어에 딱히 관심은 많이 없는 거 같긴 한데 보고 있으면 좋아해요,"I don't seem to be particularly interested in interior design, but I like looking at it."
혹시 셀프 인테리어 집에서 해보신 거 있으신가요?,Have you ever tried self-interior design at home?
저는 자취할 때마다 새로 인테리어를 했어요.,"Every time I moved into a new place, I redecorated the interior."
나중에 결혼하면 아파트나 주택 중 어디서 살고 싶으세요?,"When you get married, where would you like to live, an apartment or a house?"
저는 아파트에서 살고 싶어요,I want to live in an apartment
저는 깔끔하고 벌레 없는 곳에 살고 싶어서,I want to live in a clean and bug-free place.
그리고 높은 층에서 밖을 보는 거를 좋아해서 이왕이면 아파트에서 살고 싶네요,"And I like looking out from a high floor, so if possible, I'd like to live in an apartment."
어디 살고 싶으세요?,Where do you want to live?
저도 벌레가 없는 곳을 생각하면 아파트가 정답이긴 한데 마당이 있는 주택에서 살고 싶기도 해요...,"If I were to think of a place without bugs, an apartment would be the answer, but I also want to live in a house with a yard..."
선호하시는 지역은 따로 없으세요?,Do you have a preferred region?
저는 부산이나 서울에서 살고 싶어요,I want to live in Busan or Seoul
부산에는 친구들이 많이 있고 서울에는 갈 곳이 많아서 고민이 되네요 하하,"I have a lot of friends in Busan and a lot of places to go in Seoul, so I'm having a hard time deciding haha"
오늘 오실 때 어떻게 오셨어요?,How did you get here today?
저는 지하철 타고 왔어요,I came by subway
뭐 타고 오셨어요,What did you ride?
오실 때 사람은 많나요?,Will there be a lot of people when you come?
요즘 휴가철인데도 사람이 너무 많네요.,"Even though it's the holiday season, there are so many people."
올 때마다 너무 더워서 힘들어요,It's so hot every time I come here that it's hard.
차 좋아하세요?,Do you like tea?
차 좋아하죠!,I like tea!
차 바꿀 때가 돼서 보고 있는데 요즘 디자인들이 너무 다 이쁘네요.,"I'm looking at new cars because it's time to change them, and the designs these days are all so pretty."
세단을 좋아하세요 에스유브이를 좋아하세요?,Do you like sedans or SUVs?
저는 개인적으로 세단을 좋아해요!,I personally like sedans!
혹시 어떤 종류 좋아하세요?,What kind do you like?
저도 세단을 좋아하는데 요즘에 차박 이런 게 잘 돼 있어서 에스유브이도 눈이 가네요,"I like sedans too, but these days, car camping is becoming more popular, so I'm also interested in SUVs."
바꾸시면 뭐로 바꾸실 거예요?,"If you change it, what will you change it to?"
음... 이번에 비엠더블유 보고 있는데 너무 현실적이지가 않아서 보고만 있습니다.,"Um... I'm watching BMW this time, but it's so unrealistic that I'm just watching it."
차박 같은 거 좋아하세요?,Do you like things like car camping?
네 차에서 자는 거를 좋아해서요,"Yes, I like sleeping in my car."
캠핑카 이런 것도 사고 싶지만 아직은 안 되겠네요,"I want to buy a camper van or something, but I can't do it yet."
차박 좋아하세요?,Do you like car camping?
차박 한번 해보고 싶긴 한데 기회가 없네요.,"I'd like to try car camping sometime, but I haven't had the chance."
아 그런데 출근하실 때 혹시 거리가 얼마나 되나요?,"Oh, by the way, how far is it from you to work?"
왕복 3시간 정도 걸리는 거 같아요.,I think it takes about 3 hours round trip.
출퇴근 시 얼마나 걸리세요?,How long does it take you to commute to work?
저는 뛰어 가면 왕복 한 시간 정도인 거 같고 천천히 걸으면 한 시간 반 정도 걸리는 거 같아요,"I think it takes about an hour round trip if I run, and about an hour and a half if I walk slowly."
집에 가실 때는 뭐 타고 가세요?,What do you take when you go home?
지하철 타고 가다가 버스로 환승합니다.,Take the subway and then transfer to the bus.
혹시 어떻게 가세요?,How are you doing?
저는 똑같이 지하철 타고 가는데 갈 때는 여자 친구 만나서 가서 버스 타고 갈 거 같아요.,"I'm going to take the subway the same way, but I think I'll meet my girlfriend and take the bus there."
아르바이트 많이 해보셨나요?,Have you done a lot of part-time jobs?
네 아르바이트 아르바이트로 할 수 있는 거는 거의 다 해본 거 같아요,"Yes, I think I've done almost everything that can be done as a part-time job."
많이 해보셨나요?,Have you tried it a lot?
저는 생각보다 이렇게 많이 해본 거 같지는 않아요.,"I don't think I've done this much, actually."
기억에 남는 아르바이트가 있나요?,Do you have any memorable part-time jobs?
처음에 배달했을 때가 기억에 남아요,I remember when it was first delivered
그때는 어려서 오토바이 타는 게 재밌어서 즐겁게 일했던 기억이 있네요,I remember having fun working because I was young and riding a motorcycle was fun.
무슨 아르바이트 해보셨어요?,What kind of part-time job have you done?
저는 영화관에서 아르바이트할 때가 기억이 남네요.,I remember when I was working part-time at a movie theater.
그때 연예인들을 많이 봤거든요.,I saw a lot of celebrities back then.
영화관에서 아르바이트를 하면 힘든 점은 없나요?,Are there any difficulties in working part-time at a movie theater?
하루 종일 서 있어야 해서 다리가 너무 아파서 힘들었어요.,I had a hard time because my legs hurt so much from having to stand all day.
첫 월급 받았을 때 기분이 어떠셨어요?,How did you feel when you received your first paycheck?
월급 받았을 때 너무 기분이 좋았어요,I felt so good when I got my paycheck
첫 월급 받으셨을 때 뭐 사셨나요?,What did you buy when you received your first paycheck?
첫 월급 받고 오토바이를 샀는데 기분이 너무 좋았어요.,"I got my first paycheck and bought a motorcycle, and I felt so good."
오 저는 아르바이트를 중학교 때 했는데 그때는 시급이 이천 원이어서 하루 다섯 시간하고 하루에 만 원정도 받았던 거 같아요,"Oh, I did a part-time job when I was in middle school. At that time, the hourly wage was 2,000 won, so I worked five hours a day and got paid about 10,000 won a day."
그걸로 신발을 샀어요,I bought shoes with that
맞아요 그때는 진짜 지급이 너무 낮았어요.,"Yes, the pay was really low back then."
요즘은 시급이 많이 올랐다고 하네요.,I hear that wages have gone up a lot these days.
네 시급이 너무 낮아서 어떻게 일을 했는지 모르겠네요,I don't know how you worked because your hourly wage was so low.
요즘 일하시는 거는 힘들지 않아요?,Isn't it hard to work these days?
저는 원하던 일이라 재미있게 일하고 있어서 좋네요.,I'm happy because I'm having fun doing the job I wanted to do.
요즘 일하시는 거 어떠세요?,How is your work these days?
저도 원하는 일이라 재밌어요,It's fun because it's something I want to do too
날씨가 더워서 조금 더운 거만 빼고는,The weather is hot so it's just a little hot
일할 때 시간은 잘 가나요?,Does time pass quickly when you work?
하루가 너무 빨리 가는 거 같아요.,The days seem to go by so quickly.
요즘 일할 때 너무 덥지 않아요?,Isn't it too hot to work these days?
